NCES_ID,metro,metroname,name,SD6870,city,zip,county,stateab,G1_READ_D,NREAD1_D,G2_READ_D,NREAD2_D,G4_READ_D,NREAD4_D,G8_READ_D,NREAD8_D,G9_READ_D,NREAD9_D,G10_READ_D,NREAD10_D,G12_READ_D,NREAD12_D,GHS_READ_D,NHSREAD_D,G1_MATH_D,NMATH1_D,G2_MATH_D,NMATH2_D,G4_MATH_D,NMATH4_D,G8_MATH_D,NMATH8_D,G9_MATH_D,NMATH9_D,G10_MATH_D,NMATH10_D,G12_MATH_D,NMATH12_D,GHS_MATH_D,NMATHHS_D,G3_READ_D,NREAD3_D,G3_MATH_D,NMATH3_D,G5_READ_D,NREAD5_D,G5_MATH_D,NMATH5_D,G6_READ_D,NREAD6_D,G6_MATH_D,NMATH6_D,G7_READ_D,NREAD7_D,G7_MATH_D,NMATH7_D,G11_READ_D,NREAD11_D,G11_MATH_D,NMATH11_D
626220,6780,"Riverside--San Bernardino, CA",MOUNTAIN VIEW ELEMENTARY,MOUNTAIN VIEW ELEM,ONTARIO,CA91761,SANTA CLARA,CA, , ,371,66.94,407,63.25,419,50, , , , , , , , , , ,371,61.91,407,59.18,419,57, , , , , , , , ,403,55.08,403,45.94,374,62.41,374,61.23,409,53,409,38,400,49,400,46, , , , 
626280,7400,"San Jose, CA",MOUNTAIN VIEW WHISMAN,MOUNTAIN VIEW ELEM,MOUNTAIN VIEW,CA94043,LOS ANGELES,CA, , ,492,63.94,524,57.12,411,69.69, , , , , , , , , , ,492,64.03,524,49.32,411,63.83, , , , , , , , ,502,72.66,502,65.94,509,51.69,509,42.92,482,70.97,482,71.97,433,68.17,433,69.68, , , , 
626310, , , , , , , , , , , , , , , , , , ,890,77.91, , , , , , , , , , , , , , ,890,83.91, , , , , , , , , , , , , , , , , , , , , , , , 
626340,6780,"Riverside--San Bernardino, CA",MT. BALDY JOINT ELEMENTARY, ,MT. BALDY,CA91759, ,CA, , ,12,83,11,84, , , , , , , , , , , , ,12,92,11,46, , , , , , , , , , , , , , ,14,93,14,91,9,77,9,19, , , , , , , , 
626370,5775,"Oakland, CA",MT. DIABLO UNIFIED,MT DIABLO UNIF,CLAYTON,CA94519,CONTRA COSTA,CA, , ,2667,55.99,2739,60.05,2850,62.04, , ,2618,73.03, , , , , , ,2667,57.06,2739,52.78,2823,61.32, , ,2621,77.49, , , , ,2731,58.41,2731,52.64,2681,57.23,2681,57.2,2788,58.33,2788,55.68,2940,60.59,2940,56.17, , , , 
626400,7400,"San Jose, CA",MT. PLEASANT ELEMENTARY,MT PLEASANT ELEM,SAN JOSE,CA95148,SANTA CLARA,CA, , ,322,61.89,278,48.46,324,48, , , , , , , , , , ,322,57.7,278,43.13,324,35, , , , , , , , ,314,50.01,314,48.9,278,47,278,51,320,48,320,42,295,47,295,41, , , , 
626430, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,47,15,4,11,77,11,6,10,77,10,10, , , , 
626460,8735,"Ventura, CA",MUPU ELEMENTARY, ,SANTA PAULA,CA93060, ,CA, , ,16,57,14,49,13,44, , , , , , , , , , ,16,36,14,76, , , , , , , , , , ,15,48,15,69,16,74,16,53,14,57,14,86,26,72,26,88, , , , 
626490,680,"Bakersfield, CA",MUROC JOINT UNIFIED,MUROC UNIFIED,EDWARDS,CA93523,KERN,CA, , ,187,80.51,179,71.11,180,68.99, , ,180,83.64, , , , , , ,187,82.46,179,59.75,180,61.26, , ,180,80.9, , , , ,233,63.1,233,59.15,189,70.92,189,62.2,173,69.55,173,58.37,173,61.15,173,48.16, , , , 
626640,8720,"Vallejo--Fairfield--Napa, CA",NAPA VALLEY UNIFIED,NAPA VALLEY UNIF,NAPA,CA94558,NAPA,CA, , ,1209,49.25,1268,54.65,1394,53.11, , ,1344,59.37, , , , , , ,1209,41.93,1268,45.28,1390,61.56, , ,1344,64.31, , , , ,1247,53.54,1247,44.61,1351,48.49,1351,41.46,1369,47.35,1369,42.19,1390,56.57,1390,58.31, , , , 
626670,7320,"San Diego, CA",NATIONAL ELEMENTARY,NATIONAL ELEM,NATIONAL CITY,CA91950,SAN DIEGO,CA, , ,981,32.44,972,36.66, , , , , , , , , , , , ,981,40.25,972,42.3, , , , , , , , , , ,928,31.89,928,41.95,984,37.84,984,56.76,965,39.54,965,48.33, , , , , , , , 
626760,6780,"Riverside--San Bernardino, CA",NEEDLES UNIFIED,NEEDLES UNIF,NEEDLES,CA92363,SAN BERNARDINO,CA, , ,83,33.49,95,36.91,96,52.78, , ,66,49, , , , , , ,83,29.75,95,26.26,96,74.97, , ,66,48, , , , ,97,35.58,97,26.74,108,48.77,108,17.71,82,42.98,82,26.1,91,29.8,91,14.01, , , , 
626820, , , , , , , , , , ,132,80.52,147,83.53,177,87, , , , , , , , , , ,132,79.91,147,80.17,177,78, , , , , , , , ,166,86,166,69,157,86,157,73,181,86,181,81,191,90,191,90, , , , 
626880, , , , , , , , , , , , , , , , , , ,1101,88.43, , , , , , , , , , , , , , ,1101,88.81, , , , , , , , , , , , , , , , , , , , , , , , 
626910,5775,"Oakland, CA",NEW HAVEN UNIFIED,NEW HAVEN UNIF,UNION CITY,CA94587,ALAMEDA,CA, , ,983,46.44,1032,58.89,1037,66.81, , ,1160,66, , , , , , ,983,65.85,1032,64.39,1037,58.95, , ,1160,69, , , , ,1008,54.68,1008,66.02,960,54.67,960,55.6,994,50.18,994,50.94,1016,61.81,1016,62.9, , , , 
626970,8120,"Stockton--Lodi, CA",NEW HOPE ELEMENTARY, ,THORNTON,CA95686, ,CA, , ,20,71,29,14,28,35, , , , , , , , , , ,20,62,29,2,28,3, , , , , , , , ,28,32,28,5,22,6,22,28,26,12,26,13,31,32,31,35, , , , 
627030,8120,"Stockton--Lodi, CA",NEW JERUSALEM ELEMENTARY, ,TRACY,CA95376, ,CA, , ,22,48,48,67,56,55.41, , , , , , , , , , ,22,39,48,47.13,56,56.43, , , , , , , , ,46,49,46,44.65,40,75,40,60,47,61.74,47,57.26,40,61.5,40,37.7, , , , 
627040,6690,"Redding, CA",MOUNTAIN UNION ELEMENTARY, ,MONTGOMERY CREEK,CA96065, ,CA, , , , ,14,41,14,17, , , , , , , , , , , , ,14,45,14,65, , , , , , , , , , , , ,13,54,13,15, , , , ,16,57,16,43, , , , 
627060,5775,"Oakland, CA",NEWARK UNIFIED,NEWARK UNIF,NEWARK,CA94560,ALAMEDA,CA, , ,528,43.96,535,46.58,573,63, , ,564,62.85, , , , , , ,528,62.54,535,56.73,573,88, , ,564,61.7, , , , ,587,40.89,587,51.08,583,50.21,583,50.69,559,49.21,559,56.65,589,58,589,72, , , , 
627120,6920,"Sacramento, CA",NEWCASTLE ELEMENTARY, ,NEWCASTLE,CA95658, ,CA, , ,31,95,30,81,36,79, , , , , , , , , , ,31,80,30,85,36,99, , , , , , , , ,35,76,35,60,35,62,35,6,32,88,32,92,52,89,52,94, , , , 
627180,4480,"Los Angeles--Long Beach, CA",NEWHALL,NEWHALL ELEM,VALENCIA,CA91355,LOS ANGELES,CA, , ,930,72.31,982,78.49, , , , , , , , , , , , ,930,72.12,982,83.58, , , , , , , , , , ,988,76.65,988,75.41,896,76.88,896,80.39,976,80.21,976,78.4, , , , , , , , 
627200,5170,"Modesto, CA",NEWMAN-CROWS LANDING UNIFIED,NEWMAN-CROWS LANDING UNIFIED,NEWMAN,CA95360,STANISLAUS,CA, , ,81,55,117,39.77,170,50, , ,191,52, , , , , , ,81,47,117,43.69,170,16, , ,191,53, , , , ,100,55.99,100,54.67,109,28.2,109,24.17,153,52,153,34,201,37,201,25, , , , 
627240,5945,"Orange County, CA",NEWPORT-MESA UNIFIED,NEWPORT-MESA UNIF,CORONA DEL MAR,CA92663,ORANGE,CA, , ,1655,50.61,1763,58.14,1736,59.11, , ,1763,76.07, , , , , , ,1655,49.66,1763,48.4,1736,55.93, , ,1763,76.94, , , , ,1641,55.61,1641,54.14,1689,61,1689,54.86,1717,61,1717,54.36,1662,57.59,1662,60.77, , , , 
627300,7360,"San Francisco, CA",NICASIO, ,NICASIO,CA94946, ,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,87,11,77, , , , , , , , , , , , , , , , 
627450,680,"Bakersfield, CA",NORRIS ELEMENTARY, ,BAKERSFIELD,CA93312, ,CA, , ,212,88.23,251,83.04,219,88, , , , , , , , , , ,212,83.06,251,67.05,219,84, , , , , , , , ,231,88.03,231,76.1,207,80.25,207,83,224,77,224,57,277,82,277,68, , , , 
627480, , , , , , , , , , ,61,21,60,38,57,46, , , , , , , , , , ,61,12,60,61,57,29, , , , , , , , ,58,30,58,28,60,39,60,61,71,34,71,49,55,42,55,65, , , , 
627510,6690,"Redding, CA",NORTH COW CREEK ELEMENTARY, ,PALO CEDRO,CA96073, ,CA, , ,33,83,32,92,50,91, , , , , , , , , , ,33,87,32,88,50,92, , , , , , , , ,36,60,36,58,30,85,30,80,41,91,41,89,41,97,41,91, , , , 
627590,7120,"Salinas, CA",NORTH MONTEREY COUNTY UNIFIED,NORTH MONTEREY CO UNIFIED DIS,CASTROVILLE,CA95039,MONTEREY,CA, , ,367,27.4,342,28.2,395,39.57, , ,483,57.61, , , , , , ,367,29.24,342,27.2,395,40.56, , ,483,64.05, , , , ,395,35.92,395,33.81,358,33.97,358,29.46,313,25.37,313,29.63,334,38.47,334,45.06, , , , 
627600,6920,"Sacramento, CA",NORTH SACRAMENTO ELEMENTARY,NORTH SACRAMENTO ELEM,SACRAMENTO,CA95815,SACRAMENTO,CA, , ,708,32.51,772,30.12, , , , , , , , , , , , ,708,18.42,772,22.32, , , , , , , , , , ,794,24.85,794,13.7,785,29.8,785,29.76,743,22.7,743,31.5, , , , , , , , 
627690,4480,"Los Angeles--Long Beach, CA",NORWALK-LA MIRADA UNIFIED,NORWALK-LA MIRADA CITY UNIF,NORWALK,CA90650,LOS ANGELES,CA, , ,1887,41.52,1898,41.18,2050,35.61, , ,1793,47.13, , , , , , ,1887,39.5,1898,41.89,2050,35.25, , ,1793,43.7, , , , ,1959,44.63,1959,40.68,1935,41.07,1935,45.91,1899,34.69,1899,31.42,2036,37.55,2036,34.82, , , , 
627720,7360,"San Francisco, CA",NOVATO UNIFIED,NOVATO UNIF,NOVATO,CA94945,MARIN,CA, , ,550,67.03,562,80.67,643,90.33, , ,610,77.35, , , , , , ,550,62.69,562,82.48,643,96.8, , ,610,82.27, , , , ,568,78.67,568,75.43,575,79.38,575,72.3,652,77.75,652,81.04,638,87.49,638,92.27, , , , 
627750,9340,"Yuba City, CA",NUESTRO ELEMENTARY, ,LIVE OAK,CA95953, ,CA, , , , ,12,71,15,90, , , , , , , , , , , , ,12,8,15,86, , , , , , , , ,14,48,14,18, , , , ,12,55,12,28,14,81,14,49, , , , 
627780,6780,"Riverside--San Bernardino, CA",NUVIEW UNION, ,NUEVO,CA92567, ,CA, , ,135,27.73,145,47.14,172,37, , ,57,50, , , , , , ,135,34.87,145,30.69,172,43, , ,57,44, , , , ,130,51.5,130,40,167,37.53,167,7.54,171,43,171,36,169,42,169,30, , , , 
627810,7400,"San Jose, CA",OAK GROVE ELEMENTARY,OAK GROVE ELEMENTARY,SAN JOSE,CA95119,SANTA CLARA,CA, , ,1270,61.25,1243,62.19,1270,64.26, , , , , , , , , , ,1270,68.03,1243,59.49,1270,70.63, , , , , , , , ,1223,60.66,1223,63.08,1298,54.4,1298,50.96,1303,62.29,1303,64.35,1303,60.35,1303,70.76, , , , 
627840,7500,"Santa Rosa, CA",OAK GROVE UNION ELEMENTARY,OAK GROVE UNION ELEM,SEBASTOPOL,CA95401,SONOMA,CA, , ,31,44,47,76,132,81, , , , , , , , , , ,31,62,47,83,132,80, , , , , , , , ,51,88,51,91,44,73,44,80,84,77,84,74,132,87,132,78, , , , 
627850,8735,"Ventura, CA",OAK PARK UNIFIED, ,OAK PARK,CA91301, ,CA, , ,253,94.4,296,93.8,409,95, , ,336,97.74, , , , , , ,253,94.4,296,85.28,409,95, , ,336,97.4, , , , ,261,95.84,261,95.12,293,92.56,293,92.32,309,94,309,88,298,96,298,84, , , , 
627870,6690,"Redding, CA",OAK RUN ELEMENTARY, ,OAK RUN,CA96069, ,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
627900,8780,"Visalia--Tulare--Porterville, CA",OAK VALLEY UNION ELEMENTARY, ,TULARE,CA93274, ,CA, , ,50,55,48,25,56,44, , , , , , , , , , ,50,55,48,53,56,35, , , , , , , , ,49,25,49,7,45,27,45,49,48,17,48,11,46,44,46,72, , , , 
627930,8120,"Stockton--Lodi, CA",OAK VIEW UNION ELEMENTARY, ,ACAMPO,CA95220, ,CA, , ,45,84,37,78,53,88, , , , , , , , , , ,45,83,37,77,53,93, , , , , , , , ,38,71,38,73,42,57,42,49,43,45,43,54,40,79,40,86, , , , 
627990, , ,OAKDALE UNION ELEMENTARY,OAKDALE UNION ELEM,OAKDALE,CA95361, ,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
628050,5775,"Oakland, CA",OAKLAND UNIFIED,OAKLAND CITY UNIF,OAKLAND,CA94606,ALAMEDA,CA, , ,4149,31.86,4090,27.4,3955,24.07, , ,3226,32.37, , , , , , ,4149,34.07,4090,30.06,3955,30.09, , ,3226,33.44, , , , ,4036,29.76,4036,32.15,3996,27.93,3996,36.75,4219,18.11,4219,16.32,3917,20.52,3917,24.91, , , , 
628080,5775,"Oakland, CA",OAKLEY UNION ELEMENTARY,OAKLEY UNION ELEM,OAKLEY,CA94561,CONTRA COSTA,CA, , ,468,53.31,501,57.44,557,53.46, , , , , , , , , , ,468,36.13,501,48.72,557,49.72, , , , , , , , ,466,62.08,466,59.31,494,58.76,494,46.51,509,54.28,509,35.8,549,55.04,549,42.01, , , , 
628140,5945,"Orange County, CA",OCEAN VIEW,OCEAN VIEW ELEM,HUNTINGTON BEACH,CA92647,ORANGE,CA, , ,1075,69.25,1104,69.53,1156,76.68, , , , , , , , , , ,1075,78.36,1104,70.97,1156,91.7, , , , , , , , ,1085,67.53,1085,67.05,1158,71.55,1158,69.97,1204,67.75,1204,67.12,1147,72.77,1147,81.97, , , , 
628170,8735,"Ventura, CA",OCEAN VIEW, ,OXNARD,CA93033, ,CA, , ,294,17.84,272,24.43,261,40, , , , , , , , , , ,294,29.47,272,22.42,261,61, , , , , , , , ,272,37.66,272,44,273,27.77,273,46.57,282,33,282,44,275,49,275,37, , , , 
628250,7320,"San Diego, CA",OCEANSIDE UNIFIED,OCEANSIDE UNIFIED SCHOOL DIST.,OCEANSIDE,CA92054,SAN DIEGO,CA, , ,1950,50.34,1934,45.74,1712,49.76, , ,1478,58.9, , , , , , ,1950,54.91,1934,54.7,1712,47.06, , ,1456,63.64, , , , ,1902,57.05,1902,58.19,1714,52.3,1714,64.14,1737,47.55,1737,51.02,1728,47.07,1728,56.96, , , , 
628270,8735,"Ventura, CA",OJAI UNIFIED,OJAI UNIF,OJAI,CA93024,VENTURA,CA, , ,240,71.66,271,72.59,364,69, , ,332,79, , , , , , ,240,54.63,271,58.8,364,63, , ,332,83, , , , ,226,71.45,226,67.84,270,83.08,270,54.23,288,73.72,288,68.15,317,67,317,69, , , , 
628320,7500,"Santa Rosa, CA",OLD ADOBE UNION,OLD ADOBE UNION ELEMENTARY,PETALUMA,CA94954,SONOMA,CA, , ,266,58.02,261,66.46, , , , , , , , , , , , ,266,54.3,261,57.91, , , , , , , , , , ,289,71.61,289,54.09,291,66.88,291,35.54,316,67.43,316,64.24, , , , , , , , 
628470,6780,"Riverside--San Bernardino, CA",ONTARIO-MONTCLAIR ELEMENTARY,ONTARIO-MONTCLAIR ELEM,POMONA,CA91762,SAN BERNARDINO,CA, , ,3115,15.73,3105,18.9,2969,19.38, , , , , , , , , , ,3115,16.38,3105,24.17,2969,18.86, , , , , , , , ,3152,13.28,3152,11.02,2914,17.9,2914,24.94,3080,21.31,3080,24.93,2893,18.01,2893,30.91, , , , 
628500,6920,"Sacramento, CA",OPHIR ELEMENTARY, ,NEWCASTLE,CA95658, ,CA, , ,19,84,28,75,26,35, , , , , , , , , , ,19,73,28,66,26,60, , , , , , , , ,22,76,22,39,20,75,20,3,27,87,27,59,20,77,20,25, , , , 
628530,2840,"Fresno, CA",ORANGE CENTER, ,FRESNO,CA93706, ,CA, , ,47,58,33,8,29,12, , , , , , , , , , ,47,70,33,3,29,30, , , , , , , , ,45,7,45,8,34,14,34,20,32,1,32,7,32,7,32,21, , , , 
628650,5945,"Orange County, CA",ORANGE UNIFIED,ORANGE UNIF,ORANGE,CA92856,ORANGE,CA, , ,2416,55.42,2603,56.67,2546,67.74, , ,2430,74.41, , , , , , ,2416,48.5,2603,49.25,2546,72.78, , ,2430,74.4, , , , ,2565,59.01,2565,50.92,2476,57.15,2476,48.94,2528,59.45,2528,51.94,2519,64.59,2519,61.17, , , , 
628680,7400,"San Jose, CA",ORCHARD ELEMENTARY, ,SAN JOSE,CA95131, ,CA, , ,110,34,81,36,82,63, , , , , , , , , , ,110,22,81,30,82,12, , , , , , , , ,88,45,88,34,85,51,85,58,95,33,95,25,80,30,80,15, , , , 
628710,7480,"Santa Barbara--Santa Maria--Lompoc, CA",ORCUTT UNION ELEMENTARY,ORCUTT UNION ELEM,ORCUTT,CA93457,SANTA BARBARA,CA, , ,533,70.47,514,70.29,654,64.3, , , , , , , , , , ,533,76.8,514,59.43,654,83.92, , , , , , , , ,520,69.5,520,78.12,553,71.33,553,75.44,561,73.06,561,72.03,671,63,671,66.9, , , , 
628830, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
628860,5775,"Oakland, CA",ORINDA UNION ELEMENTARY,ORINDA UNION ELEM,ORINDA,CA94563,CONTRA COSTA,CA, , ,264,96.23,248,97.94,295,98, , , , , , , , , , ,264,97.83,248,98.1,295,98, , , , , , , , ,218,96.87,218,98.49,303,98.75,303,99,303,98,303,99,306,98,306,98, , , , 
628950,6780,"Riverside--San Bernardino, CA",ORO GRANDE ELEMENTARY, ,ORO GRANDE,CA92368, ,CA, , ,27,46,15,34, , , , , , , , , , , , ,27,20,15,23, , , , , , , , , , ,18,30,18,10,22,4,22,8,21,17,21,8, , , , , , , , 
629100,1620,"Chico--Paradise, CA",OROVILLE CITY ELEMENTARY,OROVILLE CITY ELEM,OROVILLE,CA95966,BUTTE,CA, , ,349,36.47,368,30.87,396,50, , , , , , , , , , ,349,34.99,368,19.29,396,52, , , , , , , , ,347,46.32,347,37.19,326,43.21,326,17.89,385,40.8,385,27.17,383,32,383,43, , , , 
629130, , , , , , , , , , , , , , , , , , ,752,71.14, , , , , , , , , , , , , , ,752,68.01, , , , , , , , , , , , , , , , , , , , , , , , 
629160,8780,"Visalia--Tulare--Porterville, CA",OUTSIDE CREEK ELEMENTARY, ,VISALIA,CA93292, ,CA, , ,18,34,17,25,21,53, , , , , , , , , , ,18,9,17,34,21,76, , , , , , , , ,10,7,10,3,14,66,14,49,21,41,21,51,11,5,11,23, , , , 
629190, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,75,9,46, , , , , , , , , , , , 
629220,8735,"Ventura, CA",OXNARD,OXNARD ELEM,OXNARD,CA93030,VENTURA,CA, , ,1879,16.01,1898,22.24,1755,32.16, , , , , , , , , , ,1879,15.93,1898,17.59,1755,27.63, , , , , , , , ,1875,20.2,1875,18.32,1931,27.44,1931,20.66,1923,29.55,1923,27.27,1902,28.16,1902,32.72, , , , 
629270,8735,"Ventura, CA",OXNARD UNION HIGH, , , , , , , , , , , , , , , ,3935,52.73, , , , , , , , , , , , , , ,3935,56.53, , , , , , , , , , , , , , , , , , , , , , , , 
629280,6690,"Redding, CA",PACHECO UNION ELEMENTARY,PACHECO UNION ELEM,REDDING,CA96002,SHASTA,CA, , ,71,61,96,60,101,75, , , , , , , , , , ,71,41,96,60,101,68, , , , , , , , ,84,58,84,26,88,56,88,54,90,52,90,57,80,44,80,37, , , , 
629340,7485,"Santa Cruz--Watsonville, CA",PACIFIC ELEMENTARY, ,DAVENPORT,CA95017, ,CA, , , , ,15,94, , , , , , , , , , , , , , ,15,48, , , , , , , , , , , , , , ,15,84,15,46,11,65,11,68, , , , , , , , 
629370,7120,"Salinas, CA",PACIFIC GROVE UNIFIED,PACIFIC GROVE UNIF,PACIFIC GROVE,CA93950,MONTEREY,CA, , ,120,67,127,87,166,88, , ,176,94, , , , , , ,120,56.02,127,85.5,166,83, , ,176,90, , , , ,113,78.1,113,70.57,154,86.79,154,72.77,144,84,144,82,167,90,167,86, , , , 
629400,2840,"Fresno, CA",PACIFIC UNION ELEMENTARY, ,FRESNO,CA93725, ,CA, , ,46,29,46,29,32,44, , , , , , , , , , ,46,47,46,45,32,3, , , , , , , , ,42,55,42,53,56,20,56,24,52,38,52,26,49,24,49,39, , , , 
629430, , , , , , , , , , ,48,73,54,65,54,91, , , , , , , , , , ,48,68,54,46,54,60, , , , , , , , ,45,78,45,46,59,74,59,53,58,89,58,86,61,69,61,63, , , , 
629490,7485,"Santa Cruz--Watsonville, CA",PAJARO VALLEY UNIFIED,PAJARO VALLEY JT UNIF,WATSONVILLE,CA95076,SANTA CRUZ,CA, , ,1471,23.49,1499,23.79,1459,30.72, , ,1499,47.32, , , , , , ,1471,31.89,1499,29.26,1448,37.98, , ,1499,49.83, , , , ,1464,26.43,1464,24.9,1410,26.9,1410,27.52,1574,21.81,1574,20.08,1575,31.16,1575,32.34, , , , 
629540,1620,"Chico--Paradise, CA",PALERMO UNION ELEMENTARY,PALERMO UNION ELEMENTARY,OROVILLE,CA95968,BUTTE,CA, , ,139,31,165,38,140,31, , , , , , , , , , ,139,24,165,39,140,50, , , , , , , , ,150,27,150,46,135,39,135,56,141,34,141,52,151,20,151,18, , , , 
629550,6780,"Riverside--San Bernardino, CA",PALM SPRINGS UNIFIED,PALM SPRINGS UNIF,DESERT HOT SPRINGS,CA92262,RIVERSIDE,CA, , ,1847,34.91,1882,36.58,1709,35.56, , ,1621,40.83, , , , , , ,1847,31.69,1882,25.63,1709,26.81, , ,1621,44, , , , ,1823,33.97,1823,29.41,1851,35.17,1851,28.26,1838,26.53,1838,22.86,1758,25.89,1758,25.02, , , , 
629580,4480,"Los Angeles--Long Beach, CA",PALMDALE ELEMENTARY,PALMDALE ELEM,PALMDALE,CA93550,LOS ANGELES,CA, , ,2389,26.3,2547,33.02,2619,34.26, , , , , , , , , , ,2389,25.48,2547,28.6,2619,26.24, , , , , , , , ,2575,29.61,2575,24.98,2532,32.43,2532,28.73,2625,29.82,2625,22.51,2707,26.42,2707,23.17, , , , 
629610,7400,"San Jose, CA",PALO ALTO UNIFIED,PALO ALTO UNIFIED,PALO ALTO,CA94306,SANTA CLARA,CA, , ,725,92.2,813,94.1,625,98, , ,893,95.03, , , , , , ,725,90.66,813,90.85,625,98, , ,893,95, , , , ,748,94.44,748,89.27,772,95.29,772,92.84,539,97,539,95.56,563,96.55,563,96, , , , 
629640,6780,"Riverside--San Bernardino, CA",PALO VERDE UNIFIED,PALO VERDE UNIF,BLYTHE,CA92225,RIVERSIDE,CA, , ,326,48.54,301,28.35,281,29, , ,241,64, , , , , , ,326,47.39,301,26.95,281,15, , ,241,71, , , , ,301,39.67,301,42.55,271,34.25,271,32.29,275,17.22,275,7.63,280,18,280,13, , , , 
629670,8780,"Visalia--Tulare--Porterville, CA",PALO VERDE UNION ELEMENTARY,PALO VERDE UNION ELEM,TULARE,CA93274,TULARE,CA, , ,51,69,63,41,67,37, , , , , , , , , , ,51,71,63,61,67,30, , , , , , , , ,58,76,58,88,58,48,58,32,51,25,51,44,56,34,56,60, , , , 
629700,4480,"Los Angeles--Long Beach, CA",PALOS VERDES PENINSULA UNIFIED,PALOS VERDES PENINSULA UNIF,RANCHO PALOS VERDES,CA90274,LOS ANGELES,CA, , ,837,95.31,823,93.99,962,92.87, , ,983,97, , , , , , ,837,94.99,823,93.71,962,93.87, , ,983,97.66, , , , ,793,95.18,793,94.17,877,95.38,877,96.34,978,94.24,978,94.84,980,94.53,980,96.2, , , , 
629770, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
629790,5170,"Modesto, CA",PARADISE ELEMENTARY, ,MODESTO,CA95358, ,CA, , ,15,55,15,71,13,53, , , , , , , , , , ,15,83,15,74, , , , , , , , , , ,18,85,18,63,18,51,18,58, , , , ,14,54,14,81, , , , 
629820,1620,"Chico--Paradise, CA",PARADISE UNIFIED,PARADISE UNIF,PARADISE,CA95969,BUTTE,CA, , ,339,58.9,370,61.22,439,69.18, , ,479,78.44, , , , , , ,339,50.94,370,37.72,439,59.34, , ,479,80.44, , , , ,352,64.12,352,60.08,378,64.04,378,42.04,411,58.14,411,47.01,429,61.9,429,55.55, , , , 
629850,4480,"Los Angeles--Long Beach, CA",PARAMOUNT UNIFIED,PARAMOUNT UNIF,PARAMOUNT,CA90723,LOS ANGELES,CA, , ,1455,34.89,1403,27.75,1342,26.88, , ,1111,36.51, , , , , , ,1455,28.91,1403,21.59,1342,14.79, , ,1112,48.79, , , , ,1506,28.41,1506,29.69,1382,22.68,1382,19.14,1417,21.1,1417,13.95,1446,27.78,1446,29.74, , , , 
629910,2840,"Fresno, CA",PARLIER UNIFIED, ,PARLIER,CA93648, ,CA, , ,246,13.69,289,7,258,12, , ,228,24.45, , , , , , ,246,14.72,289,8.47,258,63, , ,228,31.21, , , , ,282,11.46,282,17.15,285,9.24,285,21.09,295,9.5,295,19.55,288,10,288,25, , , , 
629940,4480,"Los Angeles--Long Beach, CA",PASADENA UNIFIED,PASADENA UNIFIED,PASADENA,CA91101,LOS ANGELES,CA, , ,1829,51.4,1797,38.26,1760,34.72, , ,1699,38.54, , , , , , ,1829,44.71,1797,47.76,1760,28.91, , ,1699,37.98, , , , ,1849,41.1,1849,37.52,1791,40.61,1791,52.52,1898,38.54,1898,37.17,1810,32.97,1810,27.15, , , , 
629970, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
630030,5170,"Modesto, CA",PATTERSON JOINT UNIFIED,PATTERSON JT UNIF,WESTLEY,CA95363,STANISLAUS,CA, , ,345,48.93,362,42.08,350,39, , ,349,50.97, , , , , , ,345,29.6,362,44.63,350,25, , ,349,60.15, , , , ,315,34.56,315,23.78,330,38.03,330,56.54,351,31,351,28,381,32,381,49, , , , 
630060,7320,"San Diego, CA",PAUMA ELEMENTARY, ,PALOMAR MOUNTAIN, , ,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
630090, , , , , , , , , , ,13,17,11,1, , , , , , , , , , , , ,13,1,11,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
630120,6920,"Sacramento, CA",PENRYN ELEMENTARY, ,PENRYN,CA95663, ,CA, , ,25,61,28,85,39,76, , , , , , , , , , ,25,53,28,86,39,88, , , , , , , , ,37,89,37,71,41,93,41,56,24,85,24,97,33,95,33,93, , , , 
630180,6780,"Riverside--San Bernardino, CA",PERRIS ELEMENTARY,PERRIS ELEM,PERRIS,CA92570,RIVERSIDE,CA, , ,762,21.88,766,20.4, , , , , , , , , , , , ,762,20.89,766,26.62, , , , , , , , , , ,740,19.86,740,23.57,736,22.07,736,22.95,742,17,742,28, , , , , , , , 
630210,6780,"Riverside--San Bernardino, CA",PERRIS UNION HIGH, , , , , , , , , , , ,728,20.68, , ,1592,55.36, , , , , , , , , , ,728,27.71, , ,1592,54.19, , , , , , , , , , , , , , , , ,756,22.65,756,24.26, , , , 
