NCES_ID,metro,metroname,name,SD6870,city,zip,county,stateab,G1_READ_D,NREAD1_D,G2_READ_D,NREAD2_D,G4_READ_D,NREAD4_D,G8_READ_D,NREAD8_D,G9_READ_D,NREAD9_D,G10_READ_D,NREAD10_D,G12_READ_D,NREAD12_D,GHS_READ_D,NHSREAD_D,G1_MATH_D,NMATH1_D,G2_MATH_D,NMATH2_D,G4_MATH_D,NMATH4_D,G8_MATH_D,NMATH8_D,G9_MATH_D,NMATH9_D,G10_MATH_D,NMATH10_D,G12_MATH_D,NMATH12_D,GHS_MATH_D,NMATHHS_D,G3_READ_D,NREAD3_D,G3_MATH_D,NMATH3_D,G5_READ_D,NREAD5_D,G5_MATH_D,NMATH5_D,G6_READ_D,NREAD6_D,G6_MATH_D,NMATH6_D,G7_READ_D,NREAD7_D,G7_MATH_D,NMATH7_D,G11_READ_D,NREAD11_D,G11_MATH_D,NMATH11_D
4839510, , , , , , , , , , , , ,41,97,52,41, , ,44,96, , , , , , , , ,41,55,52,66, , ,44,77, , , , ,45,94,45,94,44,34,44,86,38,19,38,39,50,74,50,61,49,74,49,55
4839540, , , , , , , , , , , , ,51,92,58,95, , ,51,86, , , , , , , , ,51,90,58,64, , ,51,93, , , , ,33,94,33,78,48,89,48,86,51,88,51,86,61,62,61,64,68,90,68,93
4839570,1920,"Dallas, TX",SCURRY-ROSSER ISD, ,SCURRY,TX75158, ,TX, , , , ,51,63,71,50, , ,62,88, , , , , , , , ,51,55,71,39, , ,62,51, , , , ,58,57,58,83,60,39,60,47,85,31,85,20,63,70,63,64,54,90,54,32
4839600, , , , , , , , , , , , ,36,47,50,11, , ,41,66, , , , , , , , ,36,71,50,21, , ,41,62, , , , ,43,52,43,28,41,24,41,17,43,85,43,55,49,16,49,18,30,85,30,20
4839630, , , , , , , , , , , , ,164,16,180,68, , ,174,76, , , , , , , , ,164,28,180,66, , ,174,66, , , , ,174,38,174,42,198,16,198,25,168,31,168,59,175,62,175,42,144,90,144,46
4839690,7240,"San Antonio, TX",SEGUIN ISD,SEGUIN ISD,SEGUIN,TX78155,GUADALUPE,TX, , , , ,564,54.59,558,15.31, , ,578,42.52, , , , , , , , ,564,49.62,560,37.89, , ,553,64, , , , ,519,64.4,519,48.46,532,48.72,532,43.63,568,53,568,41,535,27.9,535,22.47,449,36.92,449,60.35
4839750, , , , , , , , , , , , ,161,71,142,68, , ,151,60, , , , , , , , ,161,87,142,82, , ,151,75, , , , ,145,75,145,83,168,51,168,58,162,75,162,70,173,90,173,57,135,48,135,62
4839780, , , , , , , , , , , , ,44,79,54,68, , ,58,66, , , , , , , , ,44,87,54,87, , ,58,68, , , , ,41,94,41,78,35,74,35,58,64,88,64,73,61,67,61,57,40,70,40,29
4839870,4600,"Lubbock, TX",SHALLOWATER ISD,SHALLOWATER ISD,SHALLOWATER,TX79363,LUBBOCK,TX, , , , ,107,40,120,73, , ,89,86, , , , , , , , ,107,52,120,85, , ,89,77, , , , ,100,47,100,28,103,34,103,27,92,41,92,73,111,47,111,86,88,95,88,86
4839900, , , , , , , , , , , , ,23,50,29,36, , ,39,25, , , , , , , , ,23,23,29,29, , ,39,62, , , , ,25,47,25,73,15,74,15,83,22,28,22,14,26,81,26,64,33,85,33,34
4839930,4880,"McAllen--Edinburg--Mission, TX",SHARYLAND ISD, ,MISSION,TX78572, ,TX, , , , ,515,50.57,535,41, , ,501,50, , , , , , , , ,515,64.3,535,74, , ,501,40, , , , ,488,61.43,488,54.95,533,50.44,533,58.63,535,77.92,535,71.53,570,54,570,78,441,41,441,29
4839960, , , , , , , , , , , , ,42,67,63,78, , ,60,47, , , , , , , , ,42,52,63,71, , ,60,40, , , , ,47,42,47,56,57,85,57,89,46,53,46,70,67,37,67,44,44,41,44,28
4839990,3360,"Houston, TX",SHELDON ISD,SHELDON ISD,HOUSTON,TX77044,HARRIS,TX, , , , ,338,29,366,25, , ,286,25, , , , , , , , ,338,30.97,366,37, , ,286,36, , , , ,353,18.07,353,22.97,355,10,355,6,373,19,373,21,366,31,366,22,256,17,256,40
4840020, , , , , , , , , , , , ,133,54,142,29, , ,182,24, , , , , , , , ,133,76,142,34, , ,182,29, , , , ,170,19,170,25,139,37,139,17,144,31,144,24,150,20,150,51,108,52,108,19
4840080,7640,"Sherman--Denison, TX",SHERMAN ISD,SHERMAN ISD,SHERMAN,TX75091,GRAYSON,TX, , , , ,462,75.09,500,62, , ,422,64.6, , , , , , , , ,462,71.93,511,57.9, , ,412,74.35, , , , ,461,52.82,461,50.98,436,49,436,49,488,45,488,35,481,58,481,71,373,65.77,373,76.59
4840110, , , , , , , , , , , , ,46,16,50,62, , ,48,30, , , , , , , , ,46,63,50,78, , ,48,92, , , , ,34,75,34,46,45,34,45,52,33,71,33,93,37,92,37,97,34,25,34,89
4840170, , , , , , , , , , , , ,6,7,10,20, , ,6,60, , , , , , , , ,6,36,10,1, , ,6,23, , , , , , ,4,94, , , , ,11,66,11,6, , , , ,11,70,11,23
4840200, , , , , , , , , , , , ,8,47, , , , ,12,47, , , , , , , , ,8,45, , , , ,12,93, , , , ,16,24,16,56,17,85,17,81,10,45,10,70,14,97,14,99,8,56,8,97
4840230,840,"Beaumont--Port Arthur, TX",SILSBEE ISD,SILSBEE ISD,SILSBEE,TX77656,HARDIN,TX, , , , , , ,251,46, , ,225,71, , , , , , , , , , ,251,52, , ,225,75, , , , ,215,63,215,73,228,63,228,52, , , , ,234,34,234,61,225,52,225,52
4840290, , , , , , , , , , , , ,17,97,25,73, , ,18,93, , , , , , , , ,17,97,25,49, , ,18,99, , , , ,17,94,17,94,10,49,10,41,14,61,14,97,24,51,24,69,15,95,15,97
4840320,8360,"Texarkana, TX--Texarkana, AR",SIMMS ISD, ,SIMMS,TX75574, ,TX, , , , ,45,79,52,95, , ,27,37, , , , , , , , ,45,42,52,49, , ,27,40, , , , ,38,47,38,50,50,61,50,64,40,53,40,84,49,81,49,69,49,65,49,15
4840350,1880,"Corpus Christi, TX",SINTON ISD, ,SINTON,TX78387, ,TX, , , , ,158,47,137,36, , ,173,52, , , , , , , , ,158,48,137,66, , ,173,47, , , , ,160,38,160,28,150,32,150,31,150,28,150,59,183,26,183,61,143,61,143,37
4840380, , , , , , , , , , , , ,7,54,8,95, , , , , , , , , , , , ,7,6,8,84, , , , , , , , ,8,94,8,34,7,4,7,16,10,96,10,97,9,97,9,37, , , , 
4840410, , , , , , , , , , , , ,56,44,51,41, , ,44,47, , , , , , , , ,56,83,51,45, , ,44,34, , , , ,50,34,50,38,36,80,36,64,61,66,61,73,64,44,64,34,56,61,56,20
4840440,4600,"Lubbock, TX",SLATON ISD,SLATON ISD,SLATON,TX79364,LUBBOCK,TX, , , , ,89,20,106,14, , ,86,52, , , , , , , , ,89,71,106,40, , ,86,42, , , , ,97,75,97,83,101,39,101,23,108,16,108,21,121,54,121,28,91,36,91,62
4840470, , , , , , , , , , , , ,31,34,26,29, , ,22,11, , , , , , , , ,31,14,26,31, , ,22,31, , , , ,23,47,23,73,21,26,21,7,17,61,17,4,23,88,23,13,23,56,23,66
4840500, , , , , , , , , , , , ,25,97,25,78, , ,26,44, , , , , , , , ,25,97,25,94, , ,26,62, , , , ,26,63,26,34,21,46,21,86,34,34,34,48,25,88,25,88,19,56,19,66
4840550,640,"Austin--San Marcos, TX",SMITHVILLE ISD,SMITHVILLE ISD,SMITHVILLE,TX78957,BASTROP,TX, , , , ,135,54,139,46, , ,138,68, , , , , , , , ,135,42,139,47, , ,138,78, , , , ,154,52,154,56,132,74,132,64,153,41,153,31,152,28,152,42,115,88,115,83
4840590, , , , , , , , , , , , ,33,20,36,83, , ,35,71, , , , , , , , ,33,15,36,45, , ,35,70, , , , ,24,42,24,50,25,89,25,41,29,53,29,39,38,74,38,59,21,45,21,80
4840620, , , , , , , , , , , , ,33,20,42,50, , ,38,15, , , , , , , , ,33,26,42,32, , ,38,25, , , , ,33,34,33,18,32,15,32,20,30,3,30,11,28,28,28,46,32,30,32,66
4840650, , , , , , , , , , , , ,162,54,174,46, , ,191,37, , , , , , , , ,162,45,174,52, , ,191,54, , , , , , , , ,227,26,227,25, , , , ,192,44,192,51,174,61,174,43
4840680,7240,"San Antonio, TX",SOUTH SAN ANTONIO ISD,SOUTH SAN ANTONIO ISD,SAN ANTONIO,TX78224,BEXAR,TX, , , , ,741,29.2,693,13.54, , ,650,15.74, , , , , , , , ,741,30.14,693,7.96, , ,650,18, , , , ,748,39.96,748,53.06,741,30.81,741,37.87,729,15.96,729,24.65,773,25.17,773,17.63,538,37.72,538,15.59
4840710,2320,"El Paso, TX",SOCORRO ISD,SOCORRO ISD,EL PASO,TX79929,EL PASO,TX, , , , ,2471,38.68,2450,32.77, , ,2378,25.32, , , , , , , , ,2471,40.17,2450,32.35, , ,2378,31.39, , , , ,2419,49.36,2419,39.41,2431,34.1,2431,37.86,2571,26.11,2571,26.37,2492,33.57,2492,29.37,1885,24.01,1885,29.59
4840740,7240,"San Antonio, TX",SOMERSET ISD,SOMERSET ISD,SOMERSET,TX78069,BEXAR,TX, , , , ,278,15.64,243,23, , ,207,12, , , , , , , , ,278,17.23,243,25, , ,207,34, , , , ,241,14.09,241,31.43,247,23.43,247,30.15,253,19,253,20,233,28,233,30,180,21,180,34
4840770, , , , , , , , , , , , ,37,50,54,14, , ,67,47, , , , , , , , ,37,59,54,17, , ,67,31, , , , ,45,42,45,28,49,23,49,64,52,4,52,22,64,9,64,5,52,36,52,40
4840800, , , , , , , , , , , , ,56,31,60,87, , ,91,41, , , , , , , , ,56,76,60,96, , ,91,56, , , , ,68,47,68,31,73,72,73,94,72,88,72,86,76,85,76,94,50,74,50,62
4840890,4600,"Lubbock, TX",SOUTHLAND ISD, ,SOUTHLAND,TX79364, ,TX, , , , ,11,59,16,20, , ,13,30, , , , , , , , ,11,97,16,69, , ,13,99, , , , ,9,34,9,38,14,32,14,61,20,1,20,2,12,34,12,69,11,36,11,16
4840920,7240,"San Antonio, TX",SOUTHSIDE ISD,SOUTHSIDE ISD,SAN ANTONIO,TX78221,BEXAR,TX, , , , ,340,52.11,375,13, , ,295,23, , , , , , , , ,340,45.85,375,8, , ,295,14, , , , ,369,20.84,369,13.21,345,27.65,345,29.92,412,13,412,6,357,18,357,8,269,38,269,18
4840950,7240,"San Antonio, TX",SOUTHWEST ISD,SOUTHWEST ISD,SAN ANTONIO,TX78252,BEXAR,TX, , , , ,780,34.07,725,19.88, , ,656,57, , , , , , , , ,780,41.55,725,23.66, , ,656,35, , , , ,725,40.31,725,37.81,753,36.54,753,41.12,775,24,775,14,766,19.45,766,22.45,606,48,606,29
4840980, , , , , , , , , , , , ,6,37,7,95, , ,14,15, , , , , , , , ,6,9,7,6, , ,14,20, , , , ,11,2,11,38,7,72,7,64,6,96,6,48,8,22,8,57,8,56,8,19
4841010, , , , , , , , , , , , ,49,87,61,95, , ,59,44, , , , , , , , ,49,67,61,69, , ,59,64, , , , ,48,81,48,83,57,87,57,47,47,34,47,29,55,85,55,42,56,48,56,83
4841070,3360,"Houston, TX",SPLENDORA ISD,SPLENDORA ISD,SPLENDORA,TX77372,MONTGOMERY,TX, , , , ,241,11,255,32, , ,196,66, , , , , , , , ,241,9,255,34, , ,196,35, , , , ,250,34,250,18, , , , , , , , ,285,47,285,34,170,65,170,70
4841100,3360,"Houston, TX",SPRING BRANCH ISD,SPRING BRANCH ISD,HOUSTON,TX77024,HARRIS,TX, , , , ,2343,61.81,2327,52.11, , ,2287,62.19, , , , , , , , ,2343,62.7,2327,69.99, , ,2287,75.87, , , , ,2419,55.02,2419,62.55,2344,49.97,2344,64.97,2300,55.98,2300,62.27,2295,58.86,2295,68.09,2054,63.56,2054,76.48
4841130, , , , , , , , , , , , ,11,97, , , , , , , , , , , , , , ,11,97, , , , , , , , , , ,18,38,18,22,6,98,6,98,8,28,8,6, , , , , , , , 
4841190,4420,"Longview--Marshall, TX",SPRING HILL ISD,SPRING HILL CSD,LONGVIEW,TX75605, ,TX, , , , ,137,67,142,83, , ,138,57, , , , , , , , ,137,67,142,85, , ,138,45, , , , ,112,69,112,56,137,85,137,86,144,80,144,81,134,67,134,88,95,41,95,83
4841220,3360,"Houston, TX",SPRING ISD, ,HOUSTON,TX77090, ,TX, , , , ,2018,46.3,2022,58.79, , ,1936,46.79, , , , , , , , ,2018,45.48,2022,42.98, , ,1936,51.9, , , , ,2030,42.18,2030,44.53,2004,53.83,2004,46.65,2035,48.96,2035,37.14,2014,52.54,2014,41.17,1305,66,1305,58.11
4841250, , , , , , , , , , , , ,31,97,32,95, , ,23,71, , , , , , , , ,31,80,32,98, , ,23,95, , , , ,32,75,32,78,41,93,41,71,30,66,30,43,36,97,36,94,20,74,20,55
4841280,2800,"Fort Worth--Arlington, TX",SPRINGTOWN ISD,SPRINGTOWN ISD,SPRINGTOWN,TX76082,PARKER,TX, , , , ,254,48.16,306,56, , ,314,44, , , , , , , , ,254,65.83,306,71, , ,314,40, , , , ,241,49.92,241,47.91,260,49,260,68,281,53,281,67,262,62,262,61,239,38,239,62
4841340, , , , , , , , , , , , ,32,87,35,13, , ,33,28, , , , , , , , ,32,71,35,27, , ,33,66, , , , ,32,75,32,61,32,63,32,44,35,85,35,50,33,85,33,44,34,27,34,55
4841350,3360,"Houston, TX",STAFFORD MSD, ,STAFFORD,TX77477, ,TX, , , , ,227,54,210,32, , ,180,55, , , , , , , , ,227,28,210,22, , ,180,64, , , , ,242,38,242,15,222,30,222,27,222,26,222,20,236,26,236,34,176,38,176,37
4841400, , , , , , , , , , , , ,43,37,45,46, , ,54,93, , , , , , , , ,43,67,45,44, , ,54,49, , , , ,60,42,60,38,51,72,51,52,55,21,55,29,61,88,61,64,55,30,55,40
4841430, , , , , , , , , , , , ,44,89,58,68, , ,55,50, , , , , , , , ,44,80,58,47, , ,55,42, , , , ,65,63,65,56,56,41,56,52,51,38,51,59,58,62,58,61,62,85,62,32
4841460, , , , , , , , , , , , ,10,1, , , , ,15,37, , , , , , , , ,10,1, , , , ,15,88, , , , , , , , , , , , , , , , ,14,5,14,32,12,15,12,55
4841520, , , , , , , , , , , , ,246,54,287,56, , ,279,76, , , , , , , , ,246,67,287,80, , ,279,68, , , , ,245,52,245,46,264,72,264,86,250,66,250,70,275,74,275,80,268,74,268,74
4841550, , , , , , , , , , , , ,10,97,22,73, , ,29,63, , , , , , , , ,10,45,22,88, , ,29,89, , , , ,15,47,15,94,19,44,19,98,23,38,23,29,26,18,26,57,27,14,27,43
4841580, , , , , , , , , , , , ,42,97,51,73, , ,60,63, , , , , , , , ,42,97,51,96, , ,60,35, , , , ,34,94,34,94,32,91,32,98,41,71,41,67,55,44,55,37,50,65,50,34
4841610,7240,"San Antonio, TX",STOCKDALE ISD,STOCKDALE ISD,STOCKDALE,TX78160,WILSON,TX, , , , ,53,59,66,68, , ,67,73, , , , , , , , ,53,76,66,29, , ,67,28, , , , ,59,42,59,83,63,57,63,75,45,53,45,29,60,47,60,25,43,18,43,24
4841670, , , , , , , , , , , , ,38,97,53,56, , ,55,73, , , , , , , , ,38,87,53,88, , ,55,81, , , , ,48,17,48,67,45,69,45,92,39,53,39,86,50,37,50,84,40,70,40,66
4841700, , , , , , , , , , , , ,8,29,12,46, , ,18,18, , , , , , , , ,8,5,12,93, , ,18,99, , , , ,7,30,7,34,12,49,12,71,16,41,16,97,24,34,24,57,23,82,23,97
4841760, , , , , , , , , , , , ,23,40,26,78, , ,20,98, , , , , , , , ,23,97,26,57, , ,20,97, , , , ,24,94,24,94,19,39,19,47,30,21,30,39,32,67,32,86,38,88,38,92
4841790, , , , , , , , , , , , ,15,31,19,36, , ,18,30, , , , , , , , ,15,76,19,34, , ,18,38, , , , ,16,94,16,94,20,74,20,98,26,71,26,97,23,47,23,88,15,95,15,97
4841820, , , , , , , , , , , , ,291,77.73,266,56, , ,303,47, , , , , , , , ,291,82.17,266,69, , ,303,49, , , , ,310,72.75,310,66.45,294,85,294,75,303,88,303,73,307,70,307,54,277,38,277,29
4841850, , , , , , , , , , , , ,36,79,35,83, , ,40,93, , , , , , , , ,36,76,35,98, , ,40,99, , , , ,35,75,35,46,41,77,41,71,48,88,48,94,52,81,52,99,28,82,28,97
4841880,1920,"Dallas, TX",SUNNYVALE ISD, ,SUNNYVALE,TX75182, ,TX, , , , ,58,67,63,83, , , , , , , , , , , , ,58,83,63,95, , , , , , , , ,44,81,44,34,51,87,51,89,59,75,59,89,51,90,51,88, , , , 
4841910, , , , , , , , , , , , ,47,13,35,50, , ,33,93, , , , , , , , ,47,11,35,61, , ,33,82, , , , ,30,8,30,5,42,32,42,41,35,19,35,86,54,26,54,42,29,88,29,70
4841970,1145,"Brazoria, TX",SWEENY ISD,SWEENY ISD,SWEENY,TX77480,BRAZORIA,TX, , , , ,153,71,176,68, , ,171,88, , , , , , , , ,153,71,176,82, , ,171,82, , , , ,146,69,146,73,162,61,162,44,159,66,159,53,169,67,169,78,139,91,139,89
4842000, , , , , , , , , , , , ,9,97,14,95, , , , , , , , , , , , ,9,97,14,49, , , , , , , , ,11,42,11,46, , , , ,12,96,12,97,12,74,12,51, , , , 
4842030, , , , , , , , , , , , ,161,87,170,18, , ,159,55.99, , , , , , , , ,161,87,170,39, , ,159,38.73, , , , ,167,84.93,167,90.18,154,66,154,89,170,41,170,20,175,40,175,27,144,52,144,46
4842060,1880,"Corpus Christi, TX",TAFT ISD,TAFT ISD,TAFT,TX78390,SAN PATRICIO,TX, , , , ,113,11,97,55.71, , ,102,20.5, , , , , , , , ,113,13,97,21.63, , ,102,15.59, , , , ,93,8,93,12,97,23,97,22,113,13,113,16,100,15.4,96,27,95,18.11,95,17.12
4842090, , , , , , , , , , , , ,42,13,48,73, , ,65,50, , , , , , , , ,42,15,48,76, , ,65,60, , , , ,31,75,31,38,48,13,48,8,62,96,62,73,56,77,56,96,52,56,52,74
4842120, , , , , , , , , , , , ,48,97,60,78, , ,49,84, , , , , , , , ,48,76,60,52, , ,49,80, , , , ,61,94,61,83,48,74,48,94,44,75,44,37,56,28,56,28,37,85,37,89
4842210,3360,"Houston, TX",TARKINGTON ISD, ,CLEVELAND,TX77327, ,TX, , , , ,146,50,174,41, , ,151,28, , , , , , , , ,146,67,174,73, , ,151,66, , , , ,148,57,148,28,157,49,157,29,163,26,163,24,130,18,130,27,97,56,97,62
4842240, , , , , , , , , , , , ,91,18,90,78, , ,90,66, , , , , , , , ,91,11,90,32, , ,90,43, , , , ,70,75,70,67,82,44,82,33,90,41,90,67,108,77,108,35,106,45,106,32
4842280,640,"Austin--San Marcos, TX",TAYLOR ISD,TAYLOR ISD,TAYLOR,TX76574,WILLIAMSON,TX, , , , ,209,22,229,50, , ,237,30, , , , , , , , ,209,26,229,69, , ,237,51, , , , , , , , ,246,28,246,33,226,17,226,29,217,26,217,49,222,25,222,62
4842300, , , , , , , , , , , , ,65,18,110,73, , ,111,68, , , , , , , , ,65,9,110,66, , ,111,51, , , , ,67,75,67,78,82,72,82,49,87,48,87,73,93,47,93,74,76,70,76,40
4842330,3810,"Killeen--Temple, TX",TEMPLE ISD,TEMPLE ISD,TEMPLE,TX76503,BELL,TX, , , , ,617,42.46,608,37.22, , ,515,50, , , , , , , , ,617,48.23,608,46.57, , ,515,60, , , , ,610,33.04,610,35.87,610,51.9,610,45.85,631,33.21,631,39.45,618,42.69,618,46.98,469,25,469,58
4842360, , , , , , , , , , , , ,26,24,31,7, , ,25,32, , , , , , , , ,26,6,31,17, , ,25,20, , , , ,24,4,24,6,37,12,37,4,37,11,37,6,33,8,33,4,16,10,16,11
4842390, , , , , , , , , , , , ,11,1,12,95, , ,12,98, , , , , , , , ,11,1,12,93, , ,12,38, , , , ,19,3,19,6,19,4,19,22,8,21,8,14,14,74,14,91,9,95,9,97
4842420, , , , , , , , , , , , ,10,63,16,95, , ,7,98, , , , , , , , ,10,59,16,80, , ,7,92, , , , ,7,94,7,94,15,41,15,18,13,57,13,79,13,67,13,99,19,78,19,62
4842450,1920,"Dallas, TX",TERRELL ISD,TERRELL,TERRELL,TX75160,KAUFMAN,TX, , , , ,307,29,291,36, , ,305,71, , , , , , , , ,307,36,291,57, , ,305,49, , , , ,303,24,303,22,317,28,317,22,298,34,298,41,323,31,323,35,258,78,258,58
4842480,8360,"Texarkana, TX--Texarkana, AR",TEXARKANA ISD,TEXARKANA ISD,TEXARKANA,TX75503,BOWIE,TX, , , , ,409,59.4,390,41, , ,389,54.55, , , , , , , , ,409,67.03,390,25, , ,389,52.2, , , , ,401,58.21,401,63.06,394,59.29,394,59.44,445,38,445,20,436,26,436,32,364,51.78,364,45.65
4842510,2920,"Galveston--Texas City, TX",TEXAS CITY ISD,TEXAS CITY ISD,TEXAS CITY,TX77592,GALVESTON,TX, , , , ,432,46.94,465,56, , ,377,66, , , , , , , , ,432,42.3,465,47, , ,377,64, , , , ,406,50.67,406,51.27,465,26,465,17,493,48,493,31,488,67,488,59,319,56,319,52
4842540, , , , , , , , , , , , ,31,18, , , , , , , , , , , , , , ,31,45, , , , , , , , , , ,36,75,36,61, , , , , , , , , , , , , , , , 
4842570, , , , , , , , , , , , ,9,97,14,50, , ,7,98, , , , , , , , ,9,45,14,94, , ,7,93, , , , ,7,94,7,15,16,16,16,22,16,8,16,64,14,51,14,46,7,45,7,97
4842630, , , , , , , , , , , , ,40,89,46,32, , ,43,28, , , , , , , , ,40,76,46,29, , ,43,54, , , , ,44,34,44,67,35,87,35,92,32,80,32,97,50,70,50,54,44,23,44,43
4842660,640,"Austin--San Marcos, TX",THRALL ISD,THRALL ISD,THRALL,TX76578,WILLIAMSON,TX, , , , ,36,7,46,62, , ,34,19, , , , , , , , ,36,3,46,84, , ,34,60, , , , ,42,63,42,31,50,80,50,68,32,85,32,67,48,88,48,39,38,17,38,77
4842690, , , , , , , , , , , , ,62,20,50,73, , ,50,10, , , , , , , , ,62,34,50,90, , ,50,40, , , , ,46,52,46,78,51,30,51,64,64,28,64,33,60,54,60,30,48,19,48,62
4842720, , , , , , , , , , , , ,9,97, , , , , , , , , , , , , , ,9,2, , , , , , , , , , ,6,94,6,1,6,11,6,41, , , , , , , , , , , , 
4842780, , , , , , , , , , , , ,16,79,19,95, , ,16,81, , , , , , , , ,16,76,19,66, , ,16,97, , , , ,17,94,17,61,12,57,12,47,10,96,10,97,12,97,12,57,22,82,22,86
4842810, , , , , , , , , , , , ,54,56,87,41, , ,71,47, , , , , , , , ,54,35.22,87,52, , ,71,58, , , , ,71,50.1,71,19.24,75,30.39,75,45.28,77,66,77,21,82,28,82,34,61,41,61,66
4842840, , , , , , , , , , , , ,37,79,43,29, , ,51,50, , , , , , , , ,37,63,43,54, , ,51,45, , , , ,38,94,38,94,35,72,35,44,52,41,52,35,45,51,45,57,46,48,46,55
4842870,7640,"Sherman--Denison, TX",TIOGA ISD, ,TIOGA,TX76271, ,TX, , , , ,18,9,18,62, , , , , , , , , , , , ,18,21,18,90, , , , , , , , ,17,94,17,56,10,28,10,7,18,24,18,22,19,37,19,86, , , , 
4842900,2800,"Fort Worth--Arlington, TX",TOLAR ISD, ,TOLAR,TX76476, ,TX, , , , ,40,76,38,62, , ,44,81, , , , , , , , ,40,5,38,22, , ,44,90, , , , ,38,94,38,78,44,74,44,78,44,85,44,86,47,62,47,82,46,95,46,74
4842930,7640,"Sherman--Denison, TX",TOM BEAN ISD, ,TOM BEAN,TX75489, ,TX, , , , ,49,97,79,83, , ,81,81, , , , , , , , ,49,90,79,45, , ,81,49, , , , ,72,63,72,61,58,87,58,89,73,45,73,55,72,88,72,84,61,61,61,16
4842960,3360,"Houston, TX",TOMBALL ISD,TOMBALL ISD,TOMBALL,TX77375,HARRIS,TX, , , , ,627,72.72,669,65.28, , ,626,68, , , , , , , , ,627,64.58,669,74.75, , ,626,81, , , , ,623,48.31,623,48.35,643,64.87,643,53.72,636,72.65,636,76.07,634,52.88,634,57.71,635,70,635,70
4842990,2320,"El Paso, TX",TORNILLO ISD, ,TORNILLO,TX79853, ,TX, , , , ,96,2,82,18, , ,78,6, , , , , , , , ,96,3,82,32, , ,78,20, , , , ,99,38,99,67,98,7,98,20,96,5,96,35,73,4,73,18,56,7,56,40
4843110,40,"Abilene, TX",TRENT ISD, ,TRENT,TX79561, ,TX, , , , ,5,7,11,95, , ,12,98, , , , , , , , ,5,1,11,91, , ,12,42, , , , ,6,2,6,6,8,98,8,98,13,61,13,41,15,22,15,13,16,7,16,10
4843140, , , , , , , , , , , , ,39,24,41,73, , ,37,57, , , , , , , , ,39,19,41,90, , ,37,49, , , , ,31,34,31,56,42,61,42,10,53,57,53,55,34,47,34,78,43,36,43,46
4843170,1920,"Dallas, TX",TRINIDAD ISD, ,TRINIDAD,TX75163, ,TX, , , , ,19,3,24,73, , ,29,44, , , , , , , , ,19,9,24,45, , ,29,88, , , , ,15,8,15,11,19,12,19,3,33,28,33,8,20,88,20,49,20,56,20,40
4843200, , , , , , , , , , , , ,73,3,85,36, , ,76,63, , , , , , , , ,73,7,85,32, , ,76,29, , , , ,85,7,85,7,77,10,77,6,86,11,86,14,85,10,85,11,98,30,98,32
4843230,8640,"Tyler, TX",TROUP ISD,TROUP ISD,TROUP,TX75789,SMITH,TX, , , , ,71,50,83,62, , ,83,55, , , , , , , , ,71,67,83,71, , ,83,85, , , , ,77,52,77,38,60,82,60,41,78,34,78,70,69,67,69,25,72,52,72,32
4843260,3810,"Killeen--Temple, TX",TROY ISD, ,TROY,TX76579, ,TX, , , , ,88,63,98,29, , ,84,88, , , , , , , , ,88,80,98,17, , ,84,62, , , , ,82,63,82,46,91,72,91,58,97,41,97,43,102,47,102,54,93,85,93,62
4843290, , , , , , , , , , , , ,141,18,145,73, , ,136,50, , , , , , , , ,141,18,145,59, , ,136,70, , , , ,115,34,115,31,126,16,126,16,122,38,122,43,143,77,143,76,118,85,118,43
4843320, , , , , , , , , , , , ,81,22,97,50, , ,101,19, , , , , , , , ,81,23,97,47, , ,101,47, , , , ,81,27,81,16,86,44,86,49,76,45,76,41,87,58,87,46,83,14,83,40
4843350,1880,"Corpus Christi, TX",TULOSO-MIDWAY ISD,TULOSO-MIDWAY ISD,CORPUS CHRISTI,TX78460,NUECES,TX, , , , ,235,59,244,62, , ,254,76, , , , , , , , ,235,59,244,69, , ,256,72.5, , , , ,231,30,231,56,236,51,236,49,288,31,288,46,281,51,281,61,232,61,232,74
4843400, , , , , , , , , , , , ,25,37,16,95, , ,26,52, , , , , , , , ,25,83,16,76, , ,26,49, , , , ,20,94,20,38,14,54,14,78,24,16,24,33,20,97,20,99,18,30,18,40
4843470,8640,"Tyler, TX",TYLER ISD,TYLER ISD,TYLER,TX75710,SMITH,TX, , , , ,1319,63.39,1170,45.05, , ,1213,43.9, , , , , , , , ,1319,52.77,1170,50.64, , ,1213,43.46, , , , ,1396,50.34,1396,44.12,1299,52.81,1299,61.85,1285,35.8,1285,39.55,1293,49.04,1293,51.47,929,34.73,929,39.59
4843530,4420,"Longview--Marshall, TX",UNION GROVE ISD,UNION GROVE ISD,GLADEWATER,TX75647,UPSHUR,TX, , , , ,54,40,56,87, , ,47,41, , , , , , , , ,54,71,56,87, , ,47,75, , , , ,43,30,43,46,57,63,57,61,52,96,52,91,70,40,70,71,43,65,43,77
4843560,4420,"Longview--Marshall, TX",UNION HILL ISD,UNION HILL ISD,GILMER,TX75644,UPSHUR,TX, , , , ,24,67,35,29, , ,28,90, , , , , , , , ,24,52,35,24, , ,28,73, , , , ,15,94,15,50,22,37,22,71,25,28,25,35,23,31,23,59,29,65,29,14
4843590, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
